Artist Name, Track Name, Year, Genre, Link
Antonio Carlos Jobim, Stone Flower, 1970, Bossa Nova, https://www.youtube.com/watch?v=7ZN_dkmMNDQ
Antonio Carlos Jobim, Triste, 1967, Bossa Nova, https://www.youtube.com/watch?v=vhTH-Fv-c-g
Antonio Carlos Jobim, Corcovado (Quiet Nights), 1960, Bossa Nova, https://www.youtube.com/watch?v=9vRELD9ehtc
Sergio Mendes & Brasil '66, Mas Que Nada, 1966, Bossa Nova, https://www.youtube.com/watch?v=BrZBiqK0p9E
Sergio Mendes & Brasil '66, The Look of Love, 1968, Bossa Nova, https://www.youtube.com/watch?v=gFGBkkqEG2E
Marcos Valle, Summer Samba (So Nice), 1966, Bossa Nova, https://www.youtube.com/watch?v=-sM-BxtS5jQ
Marcos Valle, Crickets Sing for Anamaria, 1968, Bossa Nova, https://www.youtube.com/watch?v=a1MqfF1U9Mc
Marcos Valle, Estrelar, 1983, Bossa Nova, https://www.youtube.com/watch?v=cTPaDbt_USA
Jorge Ben Jor, Taj Mahal, 1972, Bossa Nova, https://www.youtube.com/watch?v=rfrpOhC6858
Jorge Ben Jor, Xica da Silva, 1976, Bossa Nova, https://www.youtube.com/watch?v=bNEUBlI4G7o
Elis Regina, Aguas de Março, 1972, Bossa Nova, https://www.youtube.com/watch?v=FI1b9RK10JI
Gal Costa, Baby, 1969, Bossa Nova, https://www.youtube.com/watch?v=7ey65touQaY
Milton Nascimento, Travessia, 1967, Bossa Nova, https://www.youtube.com/watch?v=tBa2Z28oPRU
Azymuth, Jazz Carnival, 1979, Bossa Nova, https://www.youtube.com/watch?v=HSIXiX078HU
Eumir Deodato, Also Sprach Zarathustra, 1973, Jazz, https://www.youtube.com/watch?v=qJK3eUP5Hvg
Airto Moreira, Tombo in 7/4, 1970, Jazz, https://www.youtube.com/watch?v=5uxDo7m0RUc
Flora Purim, Open Your Eyes You Can Fly, 1976, Jazz, https://www.youtube.com/watch?v=L-yYZg-DQYQ
Return to Forever, Spain, 1972, Jazz, https://www.youtube.com/watch?v=sEhQTjgoTdU
Chick Corea, La Fiesta, 1972, Jazz, https://www.youtube.com/watch?v=SAWekvoJ1Zw
Donna Summer, I Feel Love, 1977, Disco, https://www.youtube.com/watch?v=9ZqqvrWCs3Q
Donna Summer, Love to Love You Baby, 1975, Disco, https://www.youtube.com/watch?v=V5AztWseIdU
Donna Summer, Bad Girls, 1979, Disco, https://www.youtube.com/watch?v=nhyUICuE65Y
Donna Summer, Hot Stuff, 1979, Disco, https://www.youtube.com/watch?v=0YLiTLmrMZA
Gloria Gaynor, I Will Survive, 1978, Disco, https://www.youtube.com/watch?v=vVzA0-QeGnI
Gloria Gaynor, Never Can Say Goodbye, 1974, Disco, https://www.youtube.com/watch?v=Fl9vYOxfQ1I
Chic, Good Times, 1979, Disco, https://www.youtube.com/watch?v=RLTDpewIpfw
Chic, Le Freak, 1978, Disco, https://www.youtube.com/watch?v=IHfsRbUjTXQ
Chic, I Want Your Love, 1978, Disco, https://www.youtube.com/watch?v=NBMYzO0Fv4M
Chic, "Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)", 1977, Disco, https://www.youtube.com/watch?v=faiwblIEvB8
Sister Sledge, He's the Greatest Dancer, 1979, Disco, https://www.youtube.com/watch?v=biMaVnboBw8
Sister Sledge, We Are Family, 1979, Disco, https://www.youtube.com/watch?v=eBpYgpF1bqQ
"Earth, Wind & Fire", September, 1978, Disco, https://www.youtube.com/watch?v=Gs069dndIYk
"Earth, Wind & Fire", Boogie Wonderland, 1979, Disco, https://www.youtube.com/watch?v=_93PWvC2_vU
"Earth, Wind & Fire", Let's Groove, 1981, Disco, https://www.youtube.com/watch?v=Lrle0x_DHBM
"Earth, Wind & Fire", Fantasy, 1977, Disco, https://www.youtube.com/watch?v=L0CVoFsUhC4
"Earth, Wind & Fire", That's the Way of the World, 1975, Soul, https://www.youtube.com/watch?v=_R2RsP43rmg
"Earth, Wind & Fire", Shining Star, 1975, Funk, https://www.youtube.com/watch?v=rl-WSmryfSY
The Trammps, Disco Inferno, 1976, Disco, https://www.youtube.com/watch?v=pG8TyIEAqps
Diana Ross, Love Hangover, 1976, Disco, https://www.youtube.com/watch?v=yOzO_4NS8NI
Diana Ross, Upside Down, 1980, Disco, https://www.youtube.com/watch?v=hDHW5wXBvLw
Thelma Houston, Don't Leave Me This Way, 1976, Disco, https://www.youtube.com/watch?v=rUdw7V-FC_Q
Evelyn 'Champagne' King, Shame, 1977, Disco, https://www.youtube.com/watch?v=5sYPg32rBzo
Sylvester, You Make Me Feel (Mighty Real), 1978, Disco, https://www.youtube.com/watch?v=gD6cPE2BHic
Sylvester, Dance (Disco Heat), 1978, Disco, https://www.youtube.com/watch?v=f8A91DMBfbA
Cerrone, Supernature, 1977, Disco, https://www.youtube.com/watch?v=QgGK4qBTwpw
Cerrone, Love in C Minor, 1977, Disco, https://www.youtube.com/watch?v=TRiIiPnJvNc
Giorgio Moroder, Chase, 1978, Disco, https://www.youtube.com/watch?v=mpW3C_k0WMY
Giorgio Moroder, From Here to Eternity, 1977, Disco, https://www.youtube.com/watch?v=qTFEyFEu1Fk
Loleatta Holloway, Love Sensation, 1980, Disco, https://www.youtube.com/watch?v=1h6Su3t5Lqs
First Choice, Let No Man Put Asunder, 1977, Disco, https://www.youtube.com/watch?v=SeM-ANuGldQ
Salsoul Orchestra, Tangerine, 1976, Disco, https://www.youtube.com/watch?v=ih-0Q2sFp8w
MFSB, TSOP (The Sound of Philadelphia), 1973, Soul, https://www.youtube.com/watch?v=TYhgMI9Zx-g
MFSB, Love Is the Message, 1974, Disco, https://www.youtube.com/watch?v=AbsZC257JP8
Harold Melvin & The Blue Notes, The Love I Lost, 1973, Soul, https://www.youtube.com/watch?v=ZTt649Hvtxs
Harold Melvin & The Blue Notes, Wake Up Everybody, 1975, Soul, https://www.youtube.com/watch?v=axmBtBOlbVU
The O'Jays, For the Love of Money, 1973, Soul, https://www.youtube.com/watch?v=qxW789jHXII
The O'Jays, Love Train, 1972, Soul, https://www.youtube.com/watch?v=_BlkTSKqE_8
The O'Jays, Back Stabbers, 1972, Soul, https://www.youtube.com/watch?v=UCY6flzgfA4
Billy Paul, Me and Mrs. Jones, 1972, Soul, https://www.youtube.com/watch?v=JKEItVNlYXI
Teddy Pendergrass, Turn Off the Lights, 1979, Soul, https://www.youtube.com/watch?v=PK4wofMj5-k
Teddy Pendergrass, Close the Door, 1978, Soul, https://www.youtube.com/watch?v=DZTTgg6xN3E
Al Green, Let's Stay Together, 1971, Soul, https://www.youtube.com/watch?v=uSu6tcbMOu0
Al Green, I'm Still in Love with You, 1972, Soul, https://www.youtube.com/watch?v=M8AtyaxgtOU
Al Green, Call Me (Come Back Home), 1973, Soul, https://www.youtube.com/watch?v=7vPYMqEjWOo
Al Green, Love and Happiness, 1972, Soul, https://www.youtube.com/watch?v=cPkXeWww0U8
Willie Hutch, Brother's Gonna Work It Out, 1973, Soul, https://www.youtube.com/watch?v=iBvTU-dSuAY
Willie Hutch, I Choose You, 1974, Soul, https://www.youtube.com/watch?v=JxsLqz8oBak
Bobby Womack, Across 110th Street, 1972, Soul, https://www.youtube.com/watch?v=XXbh7DUW3pU
Bobby Womack, Woman's Gotta Have It, 1972, Soul, https://www.youtube.com/watch?v=Y4UueynOgCQ
Syl Johnson, Is It Because I'm Black, 1969, Soul, https://www.youtube.com/watch?v=6JNwqRF32ZI
Syl Johnson, Different Strokes, 1967, Funk, https://www.youtube.com/watch?v=8c5OrULCA-s
Ann Peebles, I Can't Stand the Rain, 1973, Soul, https://www.youtube.com/watch?v=A09GZeORYlo
Timmy Thomas, Why Can't We Live Together, 1972, Soul, https://www.youtube.com/watch?v=zJ38KmkQPik
Gil Scott-Heron, The Revolution Will Not Be Televised, 1971, Soul, https://www.youtube.com/watch?v=QnJFhuOWgXg
Gil Scott-Heron, Johannesburg, 1975, Soul, https://www.youtube.com/watch?v=-KkQiCMdMH4
Gil Scott-Heron, Angel Dust, 1978, Soul, https://www.youtube.com/watch?v=pRQgviNNZEM
The Last Poets, When the Revolution Comes, 1970, Soul, https://www.youtube.com/watch?v=8M5W_3T2Ye4
Minnie Riperton, Les Fleurs, 1970, Soul, https://www.youtube.com/watch?v=0NPu5tEkovc
Minnie Riperton, Lovin' You, 1975, Soul, https://www.youtube.com/watch?v=KhaUnHJjS8A
Donny Hathaway, A Song for You, 1971, Soul, https://www.youtube.com/watch?v=HeHiio1sTTI
Donny Hathaway, Giving Up, 1972, Soul, https://www.youtube.com/watch?v=s9cRvg1jaBk
Donny Hathaway, Someday We'll All Be Free, 1973, Soul, https://www.youtube.com/watch?v=D8xINki195I
Bill Withers, Use Me, 1972, Soul, https://www.youtube.com/watch?v=LuzlbR5V_hc
Bill Withers, Lean on Me, 1972, Soul, https://www.youtube.com/watch?v=fOZ-MySzAac
Bill Withers, Lovely Day, 1977, Soul, https://www.youtube.com/watch?v=yfcTgnpo3vI
Bill Withers, Ain't No Sunshine, 1971, Soul, https://www.youtube.com/watch?v=Nuanwn3v-2I
Bill Withers, Grandma's Hands, 1971, Soul, https://www.youtube.com/watch?v=9NCwB9J14sE
Bill Withers, Just the Two of Us, 1980, Soul, https://www.youtube.com/watch?v=VoEsEC2CLgE
Stevie Wonder, I Wish, 1976, Funk, https://www.youtube.com/watch?v=hYKYka-PNt0
Stevie Wonder, Higher Ground, 1973, Funk, https://www.youtube.com/watch?v=1esf0efHbjM
Stevie Wonder, Superstition, 1972, Funk, https://www.youtube.com/watch?v=0CFuCYNx-1g
Stevie Wonder, Living for the City, 1974, Soul, https://www.youtube.com/watch?v=ghLWjyOOLno
Stevie Wonder, Pastime Paradise, 1976, Soul, https://www.youtube.com/watch?v=b0S4SiLxt1s
Stevie Wonder, Sir Duke, 1977, Soul, https://www.youtube.com/watch?v=6sIjSNTS7Fs
Stevie Wonder, Boogie On Reggae Woman, 1974, Funk, https://www.youtube.com/watch?v=xYqovSobZTc
Stevie Wonder, As, 1976, Soul, https://www.youtube.com/watch?v=VCgsmUNNOKM
Quincy Jones, Soul Bossa Nova, 1962, Jazz, https://www.youtube.com/watch?v=6EKspREtVZQ
Quincy Jones, Ironside, 1971, Soul, https://www.youtube.com/watch?v=zViIajZwH-s
Quincy Jones, Stuff Like That, 1978, Funk, https://www.youtube.com/watch?v=1SWg0BZkQps
Aretha Franklin, Rock Steady, 1971, Funk, https://www.youtube.com/watch?v=WckPlSjv410
Aretha Franklin, Day Dreaming, 1972, Soul, https://www.youtube.com/watch?v=D7peQKJxsjo
Aretha Franklin, Think, 1968, Soul, https://www.youtube.com/watch?v=Vet6AHmq3_s
Otis Redding, Try a Little Tenderness, 1966, Soul, https://www.youtube.com/watch?v=UnPMoAb4y8U
Otis Redding, Respect, 1965, Soul, https://www.youtube.com/watch?v=rEgKSj1VHZ0
Sam Cooke, A Change Is Gonna Come, 1964, Soul, https://www.youtube.com/watch?v=fPr3yvkHYsE
Sam Cooke, Chain Gang, 1960, Soul, https://www.youtube.com/watch?v=zBn5aIfZElE
The Isley Brothers, It's Your Thing, 1969, Funk, https://www.youtube.com/watch?v=vajsXO3Ub-4
The Isley Brothers, Fight the Power, 1975, Funk, https://www.youtube.com/watch?v=OCjRePPx4h4
The Isley Brothers, That Lady, 1973, Funk, https://www.youtube.com/watch?v=q1DDgNCLD84
The Isley Brothers, Between the Sheets, 1983, R&B, https://www.youtube.com/watch?v=-7KuJZanjCY
The Temptations, Papa Was a Rollin' Stone, 1972, Soul, https://www.youtube.com/watch?v=S5xAtsXb8Vs
The Temptations, Ball of Confusion, 1970, Soul, https://www.youtube.com/watch?v=-9poCAuYT-s
The Temptations, Psychedelic Shack, 1970, Soul, https://www.youtube.com/watch?v=93uFrmSfgSw
The Temptations, I Can't Get Next to You, 1969, Soul, https://www.youtube.com/watch?v=vT4l-rgjtPM
Jackson 5, I Want You Back, 1969, Soul, https://www.youtube.com/watch?v=x0q1H9xWOA8
Jackson 5, ABC, 1970, Soul, https://www.youtube.com/watch?v=ho7796-au8U
Jackson 5, The Love You Save, 1970, Soul, https://www.youtube.com/watch?v=AU3geksaNAw
Michael Jackson, Don't Stop 'Til You Get Enough, 1979, Disco, https://www.youtube.com/watch?v=LUDvEcNU2l0
Michael Jackson, Rock with You, 1979, Disco, https://www.youtube.com/watch?v=aCjxP58Ydik
Michael Jackson, Off the Wall, 1979, Disco, https://www.youtube.com/watch?v=_BfcRjZn6y4
Michael Jackson, Wanna Be Startin' Somethin', 1982, Funk, https://www.youtube.com/watch?v=1XMvPTFzgVU
Michael Jackson, P.Y.T. (Pretty Young Thing), 1982, Boogie, https://www.youtube.com/watch?v=_GlgOkBR1vU
Commodores, Machine Gun, 1974, Funk, https://www.youtube.com/watch?v=ho_Od3o9OLg
Commodores, Brick House, 1977, Funk, https://www.youtube.com/watch?v=KzOJaHHlIcQ
Commodores, Slippery When Wet, 1975, Funk, https://www.youtube.com/watch?v=bLr5cL0eG2w
Commodores, Easy, 1977, Soul, https://www.youtube.com/watch?v=saaLW0jiiUE
Rick James, Super Freak, 1981, Funk, https://www.youtube.com/watch?v=Rwj8gdoTls8
Rick James, Give It to Me Baby, 1981, Funk, https://www.youtube.com/watch?v=lHpG1BNznog
Gap Band, Outstanding, 1982, R&B, https://www.youtube.com/watch?v=xBcpaB8lq44
Gap Band, You Dropped a Bomb on Me, 1982, Boogie, https://www.youtube.com/watch?v=kVWERU_xY6I
Gap Band, Burn Rubber (Why You Wanna Hurt Me), 1980, Boogie, https://www.youtube.com/watch?v=tmcncGirAU4
Zapp, More Bounce to the Ounce, 1980, Funk, https://www.youtube.com/watch?v=X1ijvN7ADt4
Zapp, Doo Wa Ditty (Blow That Thing), 1982, Funk, https://www.youtube.com/watch?v=s_yqJ_dBnyQ
Leon Haywood, I Want'a Do Something Freaky to You, 1975, Funk, https://www.youtube.com/watch?v=uUiy9X_dgRk
Cameo, Word Up!, 1986, Boogie, https://www.youtube.com/watch?v=lYOSdI_91WM
Cameo, Candy, 1986, Boogie, https://www.youtube.com/watch?v=4RLf5VbJGnc
Cameo, She's Strange, 1984, Funk, https://www.youtube.com/watch?v=aoiu3RhQ3ZI
Cameo, Shake Your Pants, 1980, Funk, https://www.youtube.com/watch?v=DTrMYauvX8M
The Whispers, And the Beat Goes On, 1979, Boogie, https://www.youtube.com/watch?v=slldMEPvUqA
The Whispers, It's a Love Thing, 1981, Boogie, https://www.youtube.com/watch?v=2HCFyv9J8IQ
Shalamar, A Night to Remember, 1982, Disco, https://www.youtube.com/watch?v=x9IimLb3b2U
Shalamar, I Can Make You Feel Good, 1982, Boogie, https://www.youtube.com/watch?v=A8mOh1HPlsg
Shalamar, Dead Giveaway, 1983, Boogie, https://www.youtube.com/watch?v=8WuYceceSvA
Patrice Rushen, Forget Me Nots, 1982, Boogie, https://www.youtube.com/watch?v=dKgLx6WiYKg
Chaka Khan, Ain't Nobody, 1983, Boogie, https://www.youtube.com/watch?v=T_3FY2kEdOI
Chaka Khan, I Feel for You, 1984, R&B, https://www.youtube.com/watch?v=G_2aSqF6JHU
Chaka Khan, Sweet Thing, 1975, Soul, https://www.youtube.com/watch?v=Y7dwufE72UE
Rufus, Tell Me Something Good, 1974, Funk, https://www.youtube.com/watch?v=3Fbwok5caD8
Luther Vandross, Never Too Much, 1981, R&B, https://www.youtube.com/watch?v=uv7y6PKEYms
Luther Vandross, A House Is Not a Home, 1981, Soul, https://www.youtube.com/watch?v=_z7D-h5rcaM
Maze feat. Frankie Beverly, Joy and Pain, 1980, Soul, https://www.youtube.com/watch?v=KNuKMPeOdfM
Maze feat. Frankie Beverly, Before I Let Go, 1981, Soul, https://www.youtube.com/watch?v=W5WTjqZuL_c
Maze feat. Frankie Beverly, Happy Feelin's, 1977, Soul, https://www.youtube.com/watch?v=RumJIArvFL0
Mtume, Juicy Fruit, 1983, R&B, https://www.youtube.com/watch?v=MucY5wRYByU
Mtume, "You, Me and He", 1983, R&B, https://www.youtube.com/watch?v=hY9ryx4cYOo
Brothers Johnson, Strawberry Letter 23, 1977, Funk, https://www.youtube.com/watch?v=NRVA2YBhrrQ
Brothers Johnson, I'll Be Good to You, 1976, Funk, https://www.youtube.com/watch?v=Mp-t72xlYjA
Shuggie Otis, Strawberry Letter 23, 1971, Funk, https://www.youtube.com/watch?v=0FX6tpjQboQ
Shuggie Otis, Inspiration Information, 1974, Soul, https://www.youtube.com/watch?v=274VNg2BxqE
Shuggie Otis, Aht Uh Mi Hed, 1974, Soul, https://www.youtube.com/watch?v=avw50zY4fxc
The Staple Singers, I'll Take You There, 1972, Soul, https://www.youtube.com/watch?v=uY3vgBzgYn4
The Staple Singers, Respect Yourself, 1971, Soul, https://www.youtube.com/watch?v=oab4ZCfTbOI
The Staple Singers, Let's Do It Again, 1975, Soul, https://www.youtube.com/watch?v=NIS4P8xbPtg
Eddie Kendricks, Keep On Truckin', 1973, Soul, https://www.youtube.com/watch?v=aElKjhSwjBc
Eddie Kendricks, Boogie Down, 1974, Soul, https://www.youtube.com/watch?v=wfQnYGjbhMA
LaBelle, Lady Marmalade, 1974, Soul, https://www.youtube.com/watch?v=Tw6HrI9e1K4
Rose Royce, Wishing on a Star, 1977, Soul, https://www.youtube.com/watch?v=GooJBO4KWlE
The Emotions, Best of My Love, 1977, Disco, https://www.youtube.com/watch?v=62jZldkMC_o
Gladys Knight & The Pips, Midnight Train to Georgia, 1973, Soul, https://www.youtube.com/watch?v=rhnRyQCeqXI
Gladys Knight & The Pips, I Heard It Through the Grapevine, 1967, Soul, https://www.youtube.com/watch?v=SFjJLMHRHFI
The Spinners, Could It Be I'm Falling in Love, 1972, Soul, https://www.youtube.com/watch?v=wtqdAX07dc4
The Spinners, I'll Be Around, 1972, Soul, https://www.youtube.com/watch?v=ojCikI9npJQ
The Delfonics, La La Means I Love You, 1968, Soul, https://www.youtube.com/watch?v=OIqAcijqWOg
The Delfonics, Didn't I (Blow Your Mind This Time), 1969, Soul, https://www.youtube.com/watch?v=gM6kZabHf4w
The Stylistics, Betcha by Golly Wow, 1972, Soul, https://www.youtube.com/watch?v=9IpyJ8xUfio
The Stylistics, People Make the World Go Round, 1971, Soul, https://www.youtube.com/watch?v=2owZXPyeilc
Blue Magic, Sideshow, 1974, Soul, https://www.youtube.com/watch?v=7HJ-QcPhC68
The Chi-Lites, (For God's Sake) Give More Power to the People, 1971, Soul, https://www.youtube.com/watch?v=qEwMaeN2x-c
The Chi-Lites, Have You Seen Her, 1971, Soul, https://www.youtube.com/watch?v=xVYxKRXDT2I
The Dramatics, Whatcha See Is Whatcha Get, 1971, Soul, https://www.youtube.com/watch?v=bA_0R-nCc-I
The Dramatics, In the Rain, 1972, Soul, https://www.youtube.com/watch?v=PxIPhbNbBCI
Harold Melvin, If You Don't Know Me by Now, 1972, Soul, https://www.youtube.com/watch?v=C1Qgh0_JF5o
Five Stairsteps, O-o-h Child, 1970, Soul, https://www.youtube.com/watch?v=dguz0IsCuKU
Main Ingredient, Everybody Plays the Fool, 1972, Soul, https://www.youtube.com/watch?v=7i72cbo_qdg
Undisputed Truth, Smiling Faces Sometimes, 1971, Soul, https://www.youtube.com/watch?v=T9yBjgrnpWI
Edwin Starr, War, 1970, Soul, https://www.youtube.com/watch?v=01-2pNCZiNk
Edwin Starr, 25 Miles, 1969, Soul, https://www.youtube.com/watch?v=v6fTlPnR4g4
Freda Payne, Band of Gold, 1970, Soul, https://www.youtube.com/watch?v=Fco8oPGu5EY
Marvin Gaye & Tammi Terrell, Ain't No Mountain High Enough, 1967, Soul, https://www.youtube.com/watch?v=ABfQuZqq8wg
Diana Ross & The Supremes, Stop! In the Name of Love, 1965, Soul, https://www.youtube.com/watch?v=NPBkiBbO4_4
Diana Ross & The Supremes, You Can't Hurry Love, 1966, Soul, https://www.youtube.com/watch?v=ovoBi3pXD_A
Diana Ross & The Supremes, Reflections, 1967, Soul, https://www.youtube.com/watch?v=8Nlbj1t99m8
Martha Reeves & The Vandellas, Dancing in the Street, 1964, Soul, https://www.youtube.com/watch?v=9KhbM2mqhCQ
Martha Reeves & The Vandellas, Jimmy Mack, 1967, Soul, https://www.youtube.com/watch?v=HupG0f2jnIA
Jr. Walker & The All Stars, Shotgun, 1965, Soul, https://www.youtube.com/watch?v=cq6jquFrb08
Jr. Walker & The All Stars, What Does It Take, 1969, Soul, https://www.youtube.com/watch?v=sHOYJEvtFFs
The Miracles, Tears of a Clown, 1967, Soul, https://www.youtube.com/watch?v=51B55OQysj8
Smokey Robinson, Cruisin', 1979, Soul, https://www.youtube.com/watch?v=WlzY6cWpoMQ
Mary Wells, My Guy, 1964, Soul, https://www.youtube.com/watch?v=4WT7nBGX5eU
Four Tops, Reach Out I'll Be There, 1966, Soul, https://www.youtube.com/watch?v=1v4twH9KbnU
Booker T. & the MG's, Green Onions, 1962, Soul, https://www.youtube.com/watch?v=VD6izVzuIkU
Booker T. & the MG's, Time Is Tight, 1969, Soul, https://www.youtube.com/watch?v=50xx1_CbJTI
Booker T. & the MG's, Hip Hug-Her, 1967, Soul, https://www.youtube.com/watch?v=BV4Td-Me8L8
Sam & Dave, Hold On I'm Coming, 1966, Soul, https://www.youtube.com/watch?v=6JElrEbAcwY
Sam & Dave, Soul Man, 1967, Soul, https://www.youtube.com/watch?v=5ONNSlk--tE
Sam & Dave, I Thank You, 1968, Soul, https://www.youtube.com/watch?v=OLKiyo48VJI
Eddie Floyd, Knock on Wood, 1966, Soul, https://www.youtube.com/watch?v=jkF4K2xuSF4
Rufus Thomas, Do the Funky Chicken, 1969, Funk, https://www.youtube.com/watch?v=8lCI63H1neY
Rufus Thomas, (Do the) Push and Pull, 1970, Funk, https://www.youtube.com/watch?v=jngwoLvW8UY
Jean Knight, Mr. Big Stuff, 1971, Soul, https://www.youtube.com/watch?v=9f4CyQto-0E
Betty Wright, Clean Up Woman, 1971, Soul, https://www.youtube.com/watch?v=TPVk-m1Pr4s
Candi Staton, Young Hearts Run Free, 1976, Disco, https://www.youtube.com/watch?v=uwRqITGekpA
Bobby Blue Bland, Ain't No Love in the Heart of the City, 1974, Soul, https://www.youtube.com/watch?v=38OOUDTsqM0
Johnnie Taylor, Who's Making Love, 1968, Soul, https://www.youtube.com/watch?v=1jO3TfsTxcI
James Carr, The Dark End of the Street, 1967, Soul, https://www.youtube.com/watch?v=slpCwtrH5uQ
Percy Sledge, When a Man Loves a Woman, 1966, Soul, https://www.youtube.com/watch?v=KwPxhWU1koE
Ben E. King, Stand by Me, 1961, Soul, https://www.youtube.com/watch?v=dTd2ylacYNU
The Impressions, People Get Ready, 1965, Soul, https://www.youtube.com/watch?v=UG-KNy1MRTc
The Impressions, Keep On Pushing, 1964, Soul, https://www.youtube.com/watch?v=Sxa9wNl2OjE
The Impressions, Choice of Colors, 1969, Soul, https://www.youtube.com/watch?v=kX8iJ5pvsBQ
Ike & Tina Turner, Nutbush City Limits, 1973, Funk, https://www.youtube.com/watch?v=bpuf6AmQH4M
Ike & Tina Turner, River Deep Mountain High, 1966, Soul, https://www.youtube.com/watch?v=pWK7v0gIHLo
Solomon Burke, Everybody Needs Somebody to Love, 1964, Soul, https://www.youtube.com/watch?v=7OKAlBC-XWQ
Etta James, At Last, 1960, Soul, https://www.youtube.com/watch?v=1qJU8G7gR_g
Etta James, Tell Mama, 1967, Soul, https://www.youtube.com/watch?v=t_wbyv1TgIQ
Ray Charles, Hit the Road Jack, 1961, Soul, https://www.youtube.com/watch?v=Q8Tiz6INF7I
Ray Charles, What'd I Say, 1959, Soul, https://www.youtube.com/watch?v=pVwIMNkTPSc
Ray Charles, Georgia on My Mind, 1960, Soul, https://www.youtube.com/watch?v=qIp9TwSEgFg
Jackie Wilson, (Your Love Keeps Lifting Me) Higher and Higher, 1967, Soul, https://www.youtube.com/watch?v=mzDVaKRApcg
War, Low Rider, 1975, Funk, https://www.youtube.com/watch?v=MYQrmPZ5Z98
War, The World Is a Ghetto, 1972, Funk, https://www.youtube.com/watch?v=mJ4USEMH_PQ
War, Slippin' Into Darkness, 1972, Funk, https://www.youtube.com/watch?v=pBNZevgJH1g
War, Why Can't We Be Friends?, 1975, Funk, https://www.youtube.com/watch?v=uj4551M2Qjk
Tower of Power, What Is Hip, 1973, Funk, https://www.youtube.com/watch?v=oAatPPEaZDA
Tower of Power, Soul Vaccination, 1973, Funk, https://www.youtube.com/watch?v=AJuIL0w6-gc
Tower of Power, Down to the Nightclub, 1975, Funk, https://www.youtube.com/watch?v=VlfeHqEf3Go
Mandrill, Fencewalk, 1973, Funk, https://www.youtube.com/watch?v=Tv1_Vqnjs-0
Charles Wright, Express Yourself, 1970, Funk, https://www.youtube.com/watch?v=jW4VZ5J0fNQ
Jimmy Castor Bunch, It's Just Begun, 1972, Funk, https://www.youtube.com/watch?v=WylCcdTrzS4
Jimmy Castor Bunch, Troglodyte (Cave Man), 1972, Funk, https://www.youtube.com/watch?v=JNS42Na2mpc
Dennis Coffey, Scorpio, 1971, Funk, https://www.youtube.com/watch?v=WY-Z6wm6TMQ
Chuck Brown, Bustin' Loose, 1978, Funk, https://www.youtube.com/watch?v=lYipMv5CgMo
Trouble Funk, Drop the Bomb, 1982, Funk, https://www.youtube.com/watch?v=buXt-yyZEss
Brass Construction, Movin', 1976, Disco, https://www.youtube.com/watch?v=UzsUd37xPXo
Crown Heights Affair, Dreaming a Dream, 1975, Disco, https://www.youtube.com/watch?v=urIj5e99RzM
Heatwave, Boogie Nights, 1977, Disco, https://www.youtube.com/watch?v=eZ2KWllZYTY
Heatwave, Always and Forever, 1977, Soul, https://www.youtube.com/watch?v=MizwAF_az84
A Taste of Honey, Boogie Oogie Oogie, 1978, Disco, https://www.youtube.com/watch?v=y9IYWwWnpuA
Lipps Inc, Funkytown, 1980, Disco, https://www.youtube.com/watch?v=Z6dqIYKIBSU
Musique, In the Bush, 1978, Disco, https://www.youtube.com/watch?v=dqRNzpS8Nlg
Silver Convention, Fly Robin Fly, 1975, Disco, https://www.youtube.com/watch?v=TBm1rB9nFKE
Patrick Cowley, Menergy, 1981, Disco, https://www.youtube.com/watch?v=bPny1esdZrk
Loose Joints, Is It All Over My Face, 1980, Disco, https://www.youtube.com/watch?v=u0PnA_k8tV4
Fela Kuti, Zombie, 1977, Funk, https://www.youtube.com/watch?v=-3j0nugz1Pw
Fela Kuti, Lady, 1972, Funk, https://www.youtube.com/watch?v=NQSvb86a5cY
Fela Kuti, Colonial Mentality, 1977, Funk, https://www.youtube.com/watch?v=bC6ouP7qRoQ
Fela Kuti, Expensive Shit, 1975, Funk, https://www.youtube.com/watch?v=yUNkimxj0Vo
Mulatu Astatke, Yèkèrmo Sew, 1972, Jazz, https://www.youtube.com/watch?v=ejgpiWZHH34
Mulatu Astatke, Tezeta, 1975, Jazz, https://www.youtube.com/watch?v=Wy-v-FgiUD8
Cymande, Bra, 1972, Funk, https://www.youtube.com/watch?v=F2SL5RqpRpY
Cymande, The Message, 1972, Soul, https://www.youtube.com/watch?v=s5UvMg6yQr4
Cymande, Dove, 1972, Soul, https://www.youtube.com/watch?v=RLefc10kkMc
Cymande, Brothers on the Slide, 1974, Funk, https://www.youtube.com/watch?v=_RTs7erqEWM
Manu Dibango, Soul Makossa, 1972, Funk, https://www.youtube.com/watch?v=Q429AOpL_ds
Hugh Masekela, Grazing in the Grass, 1968, Jazz, https://www.youtube.com/watch?v=Tp_S3QOJk90
Hugh Masekela, Stimela, 1974, Jazz, https://www.youtube.com/watch?v=n4Bb7p9gggc
Miriam Makeba, Pata Pata, 1967, Soul, https://www.youtube.com/watch?v=JBJVVhn7iuo
William Onyeabor, Good Name, 1980, Funk, https://www.youtube.com/watch?v=TT2kLk0jnrg
